id,name,height,weight,types,abilities,base_stats,front_default_sprite,back_default_sprite,official_artwork
316,gulpin,4,103,[poison],[liquid-ooze sticky-hold gluttony],"{""attack"":43,""defense"":53,""hp"":70,""special-attack"":43,""special-defense"":53,""speed"":40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png
317,swalot,17,800,[poison],[liquid-ooze sticky-hold gluttony],"{""attack"":73,""defense"":83,""hp"":100,""special-attack"":73,""special-defense"":83,""speed"":55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png
318,carvanha,8,208,[water dark],[rough-skin speed-boost],"{""attack"":90,""defense"":20,""hp"":45,""special-attack"":65,""special-defense"":20,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png
319,sharpedo,18,888,[water dark],[rough-skin speed-boost],"{""attack"":120,""defense"":40,""hp"":70,""special-attack"":95,""special-defense"":40,""speed"":95}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png
320,wailmer,20,1300,[water],[water-veil oblivious pressure],"{""attack"":70,""defense"":35,""hp"":130,""special-attack"":70,""special-defense"":35,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png
321,wailord,145,3980,[water],[water-veil oblivious pressure],"{""attack"":90,""defense"":45,""hp"":170,""special-attack"":90,""special-defense"":45,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png
322,numel,7,240,[fire ground],[oblivious simple own-tempo],"{""attack"":60,""defense"":40,""hp"":60,""special-attack"":65,""special-defense"":45,""speed"":35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png
323,camerupt,19,2200,[fire ground],[magma-armor solid-rock anger-point],"{""attack"":100,""defense"":70,""hp"":70,""special-attack"":105,""special-defense"":75,""speed"":40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png
324,torkoal,5,804,[fire],[white-smoke drought shell-armor],"{""attack"":85,""defense"":140,""hp"":70,""special-attack"":85,""special-defense"":70,""speed"":20}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png
325,spoink,7,306,[psychic],[thick-fat own-tempo gluttony],"{""attack"":25,""defense"":35,""hp"":60,""special-attack"":70,""special-defense"":80,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png
326,grumpig,9,715,[psychic],[thick-fat own-tempo gluttony],"{""attack"":45,""defense"":65,""hp"":80,""special-attack"":90,""special-defense"":110,""speed"":80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png
327,spinda,11,50,[normal],[own-tempo tangled-feet contrary],"{""attack"":60,""defense"":60,""hp"":60,""special-attack"":60,""special-defense"":60,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png
328,trapinch,7,150,[ground],[hyper-cutter arena-trap sheer-force],"{""attack"":100,""defense"":45,""hp"":45,""special-attack"":45,""special-defense"":45,""speed"":10}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png
329,vibrava,11,153,[ground dragon],[levitate],"{""attack"":70,""defense"":50,""hp"":50,""special-attack"":50,""special-defense"":50,""speed"":70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png
330,flygon,20,820,[ground dragon],[levitate],"{""attack"":100,""defense"":80,""hp"":80,""special-attack"":80,""special-defense"":80,""speed"":100}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png
331,cacnea,4,513,[grass],[sand-veil water-absorb],"{""attack"":85,""defense"":40,""hp"":50,""special-attack"":85,""special-defense"":40,""speed"":35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png
332,cacturne,13,774,[grass dark],[sand-veil water-absorb],"{""attack"":115,""defense"":60,""hp"":70,""special-attack"":115,""special-defense"":60,""speed"":55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/332.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png
333,swablu,4,12,[normal flying],[natural-cure cloud-nine],"{""attack"":40,""defense"":60,""hp"":45,""special-attack"":40,""special-defense"":75,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png
334,altaria,11,206,[dragon flying],[natural-cure cloud-nine],"{""attack"":70,""defense"":90,""hp"":75,""special-attack"":70,""special-defense"":105,""speed"":80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png
335,zangoose,13,403,[normal],[immunity toxic-boost],"{""attack"":115,""defense"":60,""hp"":73,""special-attack"":60,""special-defense"":60,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png
336,seviper,27,525,[poison],[shed-skin infiltrator],"{""attack"":100,""defense"":60,""hp"":73,""special-attack"":100,""special-defense"":60,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png
337,lunatone,10,1680,[rock psychic],[levitate],"{""attack"":55,""defense"":65,""hp"":90,""special-attack"":95,""special-defense"":85,""speed"":70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png
338,solrock,12,1540,[rock psychic],[levitate],"{""attack"":95,""defense"":85,""hp"":90,""special-attack"":55,""special-defense"":65,""speed"":70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png
339,barboach,4,19,[water ground],[oblivious anticipation hydration],"{""attack"":48,""defense"":43,""hp"":50,""special-attack"":46,""special-defense"":41,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png
340,whiscash,9,236,[water ground],[oblivious anticipation hydration],"{""attack"":78,""defense"":73,""hp"":110,""special-attack"":76,""special-defense"":71,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png
341,corphish,6,115,[water],[hyper-cutter shell-armor adaptability],"{""attack"":80,""defense"":65,""hp"":43,""special-attack"":50,""special-defense"":35,""speed"":35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png
342,crawdaunt,11,328,[water dark],[hyper-cutter shell-armor adaptability],"{""attack"":120,""defense"":85,""hp"":63,""special-attack"":90,""special-defense"":55,""speed"":55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png
343,baltoy,5,215,[ground psychic],[levitate],"{""attack"":40,""defense"":55,""hp"":40,""special-attack"":40,""special-defense"":70,""speed"":55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png
344,claydol,15,1080,[ground psychic],[levitate],"{""attack"":70,""defense"":105,""hp"":60,""special-attack"":70,""special-defense"":120,""speed"":75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png
345,lileep,10,238,[rock grass],[suction-cups storm-drain],"{""attack"":41,""defense"":77,""hp"":66,""special-attack"":61,""special-defense"":87,""speed"":23}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png
346,cradily,15,604,[rock grass],[suction-cups storm-drain],"{""attack"":81,""defense"":97,""hp"":86,""special-attack"":81,""special-defense"":107,""speed"":43}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png
347,anorith,7,125,[rock bug],[battle-armor swift-swim],"{""attack"":95,""defense"":50,""hp"":45,""special-attack"":40,""special-defense"":50,""speed"":75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png
348,armaldo,15,682,[rock bug],[battle-armor swift-swim],"{""attack"":125,""defense"":100,""hp"":75,""special-attack"":70,""special-defense"":80,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png
349,feebas,6,74,[water],[swift-swim oblivious adaptability],"{""attack"":15,""defense"":20,""hp"":20,""special-attack"":10,""special-defense"":55,""speed"":80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png
350,milotic,62,1620,[water],[marvel-scale competitive cute-charm],"{""attack"":60,""defense"":79,""hp"":95,""special-attack"":100,""special-defense"":125,""speed"":81}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png
351,castform,3,8,[normal],[forecast],"{""attack"":70,""defense"":70,""hp"":70,""special-attack"":70,""special-defense"":70,""speed"":70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png
352,kecleon,10,220,[normal],[color-change protean],"{""attack"":90,""defense"":70,""hp"":60,""special-attack"":60,""special-defense"":120,""speed"":40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png
353,shuppet,6,23,[ghost],[insomnia frisk cursed-body],"{""attack"":75,""defense"":35,""hp"":44,""special-attack"":63,""special-defense"":33,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png
354,banette,11,125,[ghost],[insomnia frisk cursed-body],"{""attack"":115,""defense"":65,""hp"":64,""special-attack"":83,""special-defense"":63,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png
355,duskull,8,150,[ghost],[levitate frisk],"{""attack"":40,""defense"":90,""hp"":20,""special-attack"":30,""special-defense"":90,""speed"":25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png
356,dusclops,16,306,[ghost],[pressure frisk],"{""attack"":70,""defense"":130,""hp"":40,""special-attack"":60,""special-defense"":130,""speed"":25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png
357,tropius,20,1000,[grass flying],[chlorophyll solar-power harvest],"{""attack"":68,""defense"":83,""hp"":99,""special-attack"":72,""special-defense"":87,""speed"":51}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png
358,chimecho,6,10,[psychic],[levitate],"{""attack"":50,""defense"":80,""hp"":75,""special-attack"":95,""special-defense"":90,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png
359,absol,12,470,[dark],[pressure super-luck justified],"{""attack"":130,""defense"":60,""hp"":65,""special-attack"":75,""special-defense"":60,""speed"":75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png
360,wynaut,6,140,[psychic],[shadow-tag telepathy],"{""attack"":23,""defense"":48,""hp"":95,""special-attack"":23,""special-defense"":48,""speed"":23}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png
361,snorunt,7,168,[ice],[inner-focus ice-body moody],"{""attack"":50,""defense"":50,""hp"":50,""special-attack"":50,""special-defense"":50,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png
362,glalie,15,2565,[ice],[inner-focus ice-body moody],"{""attack"":80,""defense"":80,""hp"":80,""special-attack"":80,""special-defense"":80,""speed"":80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png
363,spheal,8,395,[ice water],[thick-fat ice-body oblivious],"{""attack"":40,""defense"":50,""hp"":70,""special-attack"":55,""special-defense"":50,""speed"":25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png
364,sealeo,11,876,[ice water],[thick-fat ice-body oblivious],"{""attack"":60,""defense"":70,""hp"":90,""special-attack"":75,""special-defense"":70,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png
365,walrein,14,1506,[ice water],[thick-fat ice-body oblivious],"{""attack"":80,""defense"":90,""hp"":110,""special-attack"":95,""special-defense"":90,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png
366,clamperl,4,525,[water],[shell-armor rattled],"{""attack"":64,""defense"":85,""hp"":35,""special-attack"":74,""special-defense"":55,""speed"":32}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png
367,huntail,17,270,[water],[swift-swim water-veil],"{""attack"":104,""defense"":105,""hp"":55,""special-attack"":94,""special-defense"":75,""speed"":52}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png
368,gorebyss,18,226,[water],[swift-swim hydration],"{""attack"":84,""defense"":105,""hp"":55,""special-attack"":114,""special-defense"":75,""speed"":52}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png
369,relicanth,10,234,[water rock],[swift-swim rock-head sturdy],"{""attack"":90,""defense"":130,""hp"":100,""special-attack"":45,""special-defense"":65,""speed"":55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png
370,luvdisc,6,87,[water],[swift-swim hydration],"{""attack"":30,""defense"":55,""hp"":43,""special-attack"":40,""special-defense"":65,""speed"":97}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/370.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png
371,bagon,6,421,[dragon],[rock-head sheer-force],"{""attack"":75,""defense"":60,""hp"":45,""special-attack"":40,""special-defense"":30,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/371.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png
372,shelgon,11,1105,[dragon],[rock-head overcoat],"{""attack"":95,""defense"":100,""hp"":65,""special-attack"":60,""special-defense"":50,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/372.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png
373,salamence,15,1026,[dragon flying],[intimidate moxie],"{""attack"":135,""defense"":80,""hp"":95,""special-attack"":110,""special-defense"":80,""speed"":100}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/373.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png
374,beldum,6,952,[steel psychic],[clear-body light-metal],"{""attack"":55,""defense"":80,""hp"":40,""special-attack"":35,""special-defense"":60,""speed"":30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/374.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png
375,metang,12,2025,[steel psychic],[clear-body light-metal],"{""attack"":75,""defense"":100,""hp"":60,""special-attack"":55,""special-defense"":80,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/375.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png
376,metagross,16,5500,[steel psychic],[clear-body light-metal],"{""attack"":135,""defense"":130,""hp"":80,""special-attack"":95,""special-defense"":90,""speed"":70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/376.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png
377,regirock,17,2300,[rock],[clear-body sturdy],"{""attack"":100,""defense"":200,""hp"":80,""special-attack"":50,""special-defense"":100,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/377.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png
378,regice,18,1750,[ice],[clear-body ice-body],"{""attack"":50,""defense"":100,""hp"":80,""special-attack"":100,""special-defense"":200,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/378.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png
379,registeel,19,2050,[steel],[clear-body light-metal],"{""attack"":75,""defense"":150,""hp"":80,""special-attack"":75,""special-defense"":150,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/379.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png
380,latias,14,400,[dragon psychic],[levitate],"{""attack"":80,""defense"":90,""hp"":80,""special-attack"":110,""special-defense"":130,""speed"":110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png
381,latios,20,600,[dragon psychic],[levitate],"{""attack"":90,""defense"":80,""hp"":80,""special-attack"":130,""special-defense"":110,""speed"":110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png
382,kyogre,45,3520,[water],[drizzle],"{""attack"":100,""defense"":90,""hp"":100,""special-attack"":150,""special-defense"":140,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png
